Id,Text,Category
16952,As the result in the last uh - two years uh - we have had a responsible monetary policy.,No
16953,Uh the Federal Reserve Board indicated that the supply of money would be held between four to four and a half and seven and seven and a half.,Yes
16954,They have done a good job in integrating the money supply with the uh - fiscal policy of the uh - executive and legislative branches of the government.,No
16955,It would be catastrophic if the chairman of the Federal Reserve Board became the tool of the political uh - party that was in power.,No
16956,It's important for our future uhh - economic security that that job be nonpolitical and uh - separate from the executive and the Legislative branches.,No
16963,"You are familiar, of course, with the fact that I am the first president in thirty years who has reorganized the intelligence agencies in the federal government: the CIA, the Defense Intelligence Agency, the National Security Agency and the others.",Yes
16964,We've done that by executive order.,Yes
16965,Uhh - and I think uh - we've tightened it up; we've uh - straightened out their problems that developed over the last few years.,No
16966,It doesn't seem to me that it's needed or necessary to have legislation in this particular regard.,No
16967,"Uhh - I have recommended to the Congress, however - I'm sure you're familiar with this - legislation that would uhh - make it uhh - very uhh - proper in - in the right way, that the attorney general could go in and get the right for wiretapping under security cases.",No
16968,"This was an effort that was made by the attorney general and myself, working with the Congress.",Yes
16969,"But even in this area, where I think new legislation would be justified, uh the Congress has not responded.",No
16970,"So, I feel in that case, as well as in the reorganization of the intelligence agencies, as I've done, we have to do it by executive order.",No
16971,And I'm glad that we have a good director in George Bush.,No
16972,"We have good executive orders, and the CIA and the DIA and NASA uh - uh - NSA are now doing a good job under proper supervision.",No
16974,"Well, one of the very serious things that's happened in our government in recent years, and has continued up until now, is a breakdown in the trust among our people in the [twenty-seven-minute delay]",No
16984,There has been too much government secrecy and not uh - not enough respect for the personal privacy of American citizens.,No
16987,"Well, tonight we've had a chance to talk a lot about the past.",No
16989,Our nation in the last eight years has been divided as never before.,No
16990,It's a time for unity.,No
16992,"It's time for government, industry, labor, manufacturing, agriculture, education, other entities in our society to cooperate.",No
16993,And it's a time for government to understand and to cooperate with our people.,No
16994,"For a long time our American citizens have been excluded, sometimes misled, sometimes have been lied to.",No
16995,This is uh - not compatible with the purpose of our nation.,No
16997,It needs to be competent.,No
16998,"The government needs to be well-managed, efficient, economical, We need to have a government that's sensitive to our people's needs - to those who are poor, who don't have adequate health care, who have been cheated too long with our tax programs, who've been out of jobs, whose families have been torn apart.",No
16999,We need to restore the faith and the trust of the American people in their own government.,No
17001,We've got a government of stalemate.,No
17002,We've lost the vision of what our country can and ought to be.,No
17003,This is not the America that we've known in the past.,No
17004,It's not the America that we have to have in the future.,No
17005,I don't claim to know all the answers.,No
17006,But I've got confidence in my country.,No
17007,Our economic strength is still there.,No
17008,"Our system of government - in spite of Vietnam, Cambodia, CIA, Watergate - is still the best system of government on earth.",No
17009,"And the greatest resource of all are the two hundred and fifteen million Americans who have within us the strength, the character, the intelligence, the experience, the patriotism, the idealism, the compassion, the sense of brotherhood on which we can rely in the future to restore the greatness to our country We ought not to be excluded from our government anymore.",No
17010,We need a president who can go in - who derives his strength from the people.,No
17011,I owe the special interests nothing.,No
17013,And I believe that we can bind our wounds.,No
17014,I believe that we can work together.,No
17015,"And I believe that if we can tap the tremendous untapped reservoir of innate strength in this country, that we can once again have a government as good as our people, and let the world know what we still know and hope for - that we still live in the greatest and the strongest and the best country on earth.",No
17017,"On November second all of you will make a very, very important decision.",No
17018,One of the major issues in this campaign is trust.,No
17019,A president should never promise more than he can deliver and a president should always deliver everything that he's promised.,No
17020,A president can't be all things to all people.,No
17021,A president should be the same thing to all people.,No
17022,"Another issue in this campaign, Governor Carter has endorsed the Democratic platform, which calls for more spending, bigger deficits, more inflation or mare taxes.",No
17023,"Governor Carter has embraced the record of the present Congress, dominated by his political party.",Yes
17024,It calls for more of the same.,No
17025,"Governor Carter in his acceptance speech called for more and more programs, which means more and more government.",No
17026,"I think the real issue in this campaign, and that which you must decide on November second, is whether you should vote for his promise or my performance in two years in the White House.",No
17027,On the fourth of July we had a wonderful two hundredth birthday - for our great country.,No
17028,It was a superb occasion.,No
17029,It was a glorious day.,No
17030,In the first century of our nation's history our forefathers gave us the finest form of government in the history of mankind.,No
17031,"In the second century of our nation's history, our forefathers developed the most productive industrial nation in the history of the globe.",No
17032,Our third century should be the century of individual freedom for all our two hundred and fifteen million Americans today and all that join us.,No
17033,In the last few years government has gotten bigger and bigger; industry has gotten larger and larger; labor unions have gotten bigger and bigger; and our children have been the victims of mass education.,No
17035,We should never forget that a government big enough to give us everything we want is a government big enough to take from us everything we have.,No
17036,The individual worker in the plants throughout the United States should not be a small cog in a big machine.,No
17037,The member of a labor union must have his rights strengthened and broadened and our children in their education should have an opportunity to improve themselves based on their talents and their abilities.,No
17038,"My mother and father, during the Depression, worked very hard to give me an opportunity to do better in our great country.",No
17039,Your mothers and fathers did the same thing for you and others.,No
17040,"Betty and I have worked very hard to give our children a brighter future in the United States, our beloved country.",No
17041,You and others in this great country have worked hard and done a great deal to give your children and your grandchildren the blessings of a better America.,No
17042,I believe we can all work together to make the individuals in the future have more and all of us working together can build a better America.,No
17087,I have a plan -- not a secret plan.,No
17088,"As a matter of fact, it is the economic recovery program that we presented when I took office in 1981.",Yes
17089,"It is true that earlier, working with some very prominent economists, I had come up, during the campaign, with an economic program that I thought could rectify the great problems confronting us -- the double-digit inflation, the high tax rates that I think were hurting the economy, the stagflation that we were undergoing.",Yes
17090,"Before even the election day, something that none of those economists had even predicted had happened, that the economy was so worsened that I was openly saying that what we had thought on the basis of our plan could have brought a balanced budget -- no, that was no longer possible.",Yes
17091,"So, the plan that we have had and that we are following is a plan that is based on growth in the economy, recovery without inflation, and reducing the share that the Government is taking from the gross national product, which has become a drag on the economy.",No
17092,"Already, we have a recovery that has been going on for about 21 months to the point that we can now call it an expansion.",Yes
17093,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.",Yes
17094,"Our tax cut, we think, was very instrumental in bringing about this economic recovery.",No
17095,We have reduced inflation to about a third of what it was.,Yes
17096,"The interest rates have come down about 9 or 10 points and, we think, must come down further.",Yes
17097,"In the last 21 months, more than 6 million people have gotten jobs -- there have been created new jobs for those people to where there are now 105 million civilians working, where there were only 99 million before; 107, if you count the military.",Yes
17098,"So, we believe that as we continue to reduce the level of government spending -- the increase, rate of increase in government spending, which has come down from 17 to 6 percent, and, at the same time, as the growth in the economy increases the revenues the Government gets, without raising taxes, those two lines will meet.",Yes
17099,"And when they meet, that is a balanced budget.",No
17105,The deficit is the result of excessive government spending.,Yes
17106,"I do not, very frankly, take seriously the Congressional Budget Office projections, because they have been wrong on virtually all of them, including the fact that our recovery wasn't going to take place to begin with.",No
17107,But it has taken place.,Yes
17108,"But, as I said, we have the rate of increase in government spending down to 6 percent.",Yes
17109,If the rate of increase in government spending can be held at 5 percent -- we're not far from there -- by 1989 that would have reduced the budget deficits down to a $30 or $40 billion level.,Yes
17112,"Actually, in constant dollars, in the domestic side of the budget, there has been no spending increase in the 4 years that we have been here.",Yes
17117,One of the key tests of leadership is whether one sees clearly the nature of the problems confronted by our nation.,No
17118,And perhaps the dominant domestic issue of our times is what do we do about these enormous deficits.,No
17119,"I respect the President; I respect the Presidency, and I think he knows that.",No
17120,"But the fact of it is, every estimate by this administration about the size of the deficit has been off by billions and billions of dollars.",Yes
17122,We were told we would have a balanced budget in 1983.,Yes
17123,It was $200 billion deficit instead.,Yes
17124,And now we have a major question facing the American people as to whether we'll deal with this deficit and get it down for the sake of a healthy recovery.,No
17125,"Virtually every economic analysis that I've heard of, including the distinguished Congressional Budget Office, which is respected by, I think, almost everyone, says that even with historically high levels of economic growth, we will suffer a $263 billion deficit.",Yes
17126,"In other words, it doesn't converge as the President suggests.",No
17127,It gets larger even with growth.,No
17128,What that means is that we will continue to have devastating problems with foreign trade.,No
17129,This is the worst trade year in American history by far.,Yes
17130,Our rural and farm friends will have continued devastation.,No
17131,"Real interest rates -- the real cost of interest -- will remain very, very high, and many economists are predicting that we're moving into a period of very slow growth because the economy is tapering off and may be a recession.",No
17132,I get it down to a level below 2 percent of gross national product with a policy that's fair.,Yes
17133,"I've stood up and told the American people that I think it's a real problem, that it can destroy long-term economic growth, and I've told you what I think should be done.",No
17139,"These people depend upon all of us for the little security that they have, and I'm not going to do it that way.",No
17140,The rate of defense spending increase can be slowed.,No
17141,"Certainly we can find a coffeepot that costs something less than $7,000.",Yes
17142,And there are other ways of squeezing this budget without constantly picking on our senior citizens and the most vulnerable in American life.,No
17143,"And that's why the Congress, including the Republicans, have not gone along with the President's recommendations.",Yes
17148,I don't believe that Mr. Mondale has a plan for balancing the budget; he has a plan for raising taxes.,No
17149,"And, as a matter of fact, the biggest single tax increase in our nation's history took place 1977.",Yes
17150,"And for the 5 years previous to our taking office, taxes doubled in the United States, and the budgets increased $318 billion.",Yes
17151,"So, there is no ratio between taxing and balancing a budget.",Yes
17152,"Whether you borrow the money or whether you simply tax it away from the people, you're taking the same amount of money out of the private sector, unless and until you bring down government's share of what it is taking.",No
17153,"With regard to Social Security, I hope there'll be more time than just this minute to mention that, but I will say this: A President should never say ""never.''",No
17154,"But I'm going to violate that rule and say ""never.''",No
17155,I will never stand for a reduction of the Social Security benefits to the people that are now getting them.,No
17157,"Well, that's exactly the commitment that was made to the American people in 1980: He would never reduce benefits.",Yes
17158,"And of course, what happened right after the election is they proposed to cut Social Security benefits by 25 percent -- reducing the adjustment for inflation, cutting out minimum benefits for the poorest on Social Security, removing educational benefits for dependents whose widows were trying -- with widows trying to get them through college.",Yes
17161,"I have fought for Social Security and Medicare and for things to help people who are vulnerable all my life, and I will do it as President of the United States.",No
17171,"Well, first of all, I think the first answer this evening suggests exactly what I'm saying.",No
17172,"There is no question that we face this massive deficit, and almost everybody agrees unless we get it down, the chances for long-term, healthy growth are nil.",No
17173,And it's also unfair to dump these tremendous bills on our children.,No
17174,The President says it will disappear overnight because of some reason.,Yes
17175,No one else believes that's the case.,No
17176,"I do, and I'm standing up to the issue with an answer that's fair.",No
17177,I think that's what leadership is all about.,No
17178,"There's a difference between being a quarterback and a cheerleader, and when there's a real problem, a President must confront it.",No
17179,"What I was referring to, of course, in the comment that you referred to was the situation in Lebanon.",No
17180,"Now, for three occasions, one after another, our Embassies were assaulted in the same way by a truck with demolitions.",Yes
17181,"The first time -- and I did not criticize the President, because these things can happen -- once, and sometimes twice -- the second time the barracks in Lebanon were assaulted, as we all remember.",Yes
17182,"There was two or three commission reports, recommendations by the CIA, the State Department, and the others, and the third time there was even a warning from the terrorists themselves.",Yes
17183,"Now, I believe that a President must command that White House and those who work for him.",No
17184,"It's the toughest job on Earth, and you must master the facts and insist that things that must be done are done.",No
17185,"I believe that the way in which I will approach the Presidency is what's needed, because all my life that has been the way in which I have sought to lead.",No
17186,And that's why in this campaign I'm telling you exactly what I want to do.,No
17187,I am answering your questions.,No
17188,"I am trying to provide leadership now, before the election, so that the American people can participate in that decision.",No
17191,"Well, I think we're getting better all the time.",No
17192,"And I think tonight, as we contrast for the first time our differing approach to government, to values, to the leadership in this country, I think as this debate goes forward, the American people will have for the first time a chance to weigh the two of us against each other.",No
17193,"And I think, as a part of that process, what I am trying to say will come across, and that is that we must lead, we must command, we must direct, and a President must see it like it is.",No
17194,"He must stand for the values of decency that the American people stand for, and he must use the power of the White House to try to control these nuclear weapons and lead this world toward a safer world.",No
17198,"Well, whether he does or not, let me suggest my own idea about the leadership factor, since you've asked it.",No
17199,"And, incidentally, I might say that with regard to the 25-percent cut in Social Security -- before I get to the answer to your question -- the only 25-percent cut that I know of was accompanying that huge 1977 tax increase, was a cut of 25 percent in the benefits for every American who was born after 1916.",Yes
17201,"First of all, I think you must have some principles you believe in.",No
17202,"In mine, I happen to believe in the people and believe that the people are supposed to be dominant in our society -- that they, not government, are to have control of their own affairs to the greatest extent possible, with an orderly society.",No
17203,"Now, having that, I think also that in leadership -- well, I believe that you find people, positions such as I'm in who have the talent and ability to do the things that are needed in the various departments of government.",No
17204,I don't believe that a leader should be spending his time in the Oval Office deciding who's going to play tennis on the White House court.,No
17205,"And you let those people go with the guidelines of overall policy, not looking over their shoulder and nitpicking the manner in which they go at the job.",No
17206,"You are ultimately responsible, however, for that job.",No
17207,But I also believe something else about that.,No
17208,"I believe that -- and when I became Governor of California, I started this, and I continue it in this office -- that any issue that comes before me, I have instructed Cabinet members and staff they are not to bring up any of the political ramifications that might surround the issue.",No
17209,I don't want to hear them.,No
17210,I want to hear only arguments as to whether it is good or bad for the people -- is it morally right?,No
17211,"And on that basis and that basis alone, we make a decision on every issue.",No
17212,"Now, with regard to my feeling about why I thought that his record bespoke his possible taking us back to the same things that we knew under the previous administration, his record is that he spoke in praise of deficits several times, said they weren't to be abhorred -- that, as a matter of fact, he at one time said he wished the deficit could be doubled, because they stimulate the economy and helped reduce unemployment.",Yes
17216,Our policy was not to cut subsidies.,No
17217,"We have believed in partnership, and that was an example of a partnership between, not only local government and the Federal Government but also between the private sector that built that particular structure.",No
17218,"And this is what we've been trying to do, is involve the Federal Government in such partnerships.",No
17220,"We have no thought of throwing people out into the snow, whether because of age or need.",No
17221,"We have preserved the safety net for the people with true need in this country, and it has been pure demagoguery that we have in some way shut off all the charitable programs or many of them for the people who have real need.",No
17222,"The safety net is there, and we're taking care of more people than has ever been taken care of before by any administration in this country.",Yes
17224,"Well, I guess I'm reminded a little bit of what Will Rogers once said about Hoover.",No
17225,"He said, ""It's not what he doesn't know that bothers me; it's what he knows for sure that just ain't so.''",No
17226,[Laughter] The fact of it is: The President's budget sought to cut Social Security by 25 percent.,Yes
17227,It's not an opinion; it's a fact.,No
17228,"And when the President was asked the other day, ""What do you want to cut in the budget?",No
17229,"'', he said, ""Cut those things I asked for but didn't get.''",Yes
17230,That's Social Security and Medicare.,No
17231,The second fact is that the housing unit for senior citizens that the President dedicated in Buffalo was only made possible through a Federal assistance program for senior citizens that the President's budget sought to terminate.,Yes
17232,"So, if he'd had his way, there wouldn't have been any housing project there at all.",No
17233,"This administration has taken a meat cleaver out, in terms of Federal-assisted housing, and the record is there.",No
17234,We have to see the facts before we can draw conclusions.,No
17236,"Well, let me just respond with regard to Social Security.",No
17237,"When we took office, we discovered that the program that the Carter-Mondale administration had said would solve the fiscal problems of Social Security for the next 50 years wouldn't solve them for 5.",No
17238,Social Security was due to go bankrupt before 1983.,Yes
17239,"Any proposals that I made at that time were at the request of the chairman, a Democrat, of one of the leading committees, who said we have to do something before the program goes broke and the checks bounce.",Yes
17240,"And so, we made a proposal.",No
17241,"And then in 1982, they used that proposal in a demagogic fashion for the 1982 campaign.",No
17242,"And 3 days after the election in 1982, they came to us and said, Social Security, we know, is broke.",Yes
17243,"Indeed, we had to borrow $17 billion to pay the checks.",Yes
17244,"And then I asked for a bipartisan commission, which I'd asked for from the beginning, to sit down and work out a solution.",Yes
17245,"And so, the whole matter of what to do with Social Security has been resolved by bipartisan legislation, and it is on a sound basis now for as far as you can see into the next century.",Yes
17249,"Well, I was raised to have a faith and a belief and have been a member of a church since I was a small boy.",No
17250,"In our particular church, we did not use that term, ""born again,'' so I don't know whether I would fit that -- that particular term.",No
17251,"But I have -- thanks to my mother, God rest her soul -- the firmest possible belief and faith in God.",No
17252,"And I don't believe -- I believe, I should say, as Lincoln once said, that I could not -- I would be the most stupid man in the world if I thought I could confront the duties of the office I hold if I could not turn to someone who was stronger and greater than all others.",No
17253,And I do resort to prayer.,No
17254,"At the same time, however, I have not believed that prayer should be introduced into an election or be a part of a political campaign -- or religion a part of that campaign.",No
17255,"As a matter of fact, I think religion became a part of this campaign when Mr. Mondale's running mate said I wasn't a good Christian.",No
17256,"So, it does play a part in my life.",No
17257,I have no hesitancy in saying so.,No
17258,"And, as I say, I don't believe that I could carry on unless I had a belief in a higher authority and a belief that prayers are answered.",No
17260,The answer to your question is very simple about why I don't go to church.,No
17261,"I have gone to church regularly all my life, and I started to here in Washington.",No
17262,"And now, in the position I hold and in the world in which we live, where Embassies do get blown up in Beirut -- we're supposed to talk about that on the debate the 21st, I understand -- but I pose a threat to several hundred people if I go to church.",No
17263,I know the threats that are made against me.,No
17265,We have seen the barricades that have had to be built around the White House.,No
17266,"And, therefore, I don't feel -- and my minister knows this and supports me in this position -- I don't feel that I have a right to go to church, knowing that my being there could cause something of the kind that we have seen in other places, in Beirut, for example.",No
17267,"And I miss going to church, but I think the Lord understands.",No
17272,"First of all, I accept President Reagan's affirmation of faith.",No
17273,"I'm sure that we all accept and admire his commitment to his faith, and we are strengthened, all of us, by that fact.",No
17275,My wife is the daughter of a Presbyterian minister.,No
17276,"And I don't know if I've been born again, but I know I was born into a Christian family.",No
17277,And I believe I have sung at more weddings and more funerals than anybody ever to seek the Presidency.,No
17278,"Whether that helps or not, I don't know.",No
17279,I have a deep religious faith.,No
17282,It's probably the reason that I'm in politics.,No
17284,And I think we're all together on that.,No
17285,"What bothers me is this growing tendency to try to use one's own personal interpretation of faith politically, to question others' faith, and to try to use the instrumentalities of government to impose those views on others.",No
17286,All history tells us that that's a mistake.,No
17288,This nation is the most religious nation on Earth -- more people go to church and synagogues than any other nation on Earth -- and it's because we kept the politicians and the state out of the personal exercise of our faith.,Yes
17289,That's why faith in the United States is pure and unpolluted by the intervention of politicians.,No
17290,"And I think if we want to continue -- as I do -- to have a religious nation, lets keep that line and never cross it.",No
17303,What I object to -- [applause] -- what I object to -- what I object to is someone seeking to use his faith to question the faith of another or to use that faith and seek to use the power of government to impose it on others.,No
17304,"A minister who is in civil rights or in the conservative movement, because he believes his faith instructs him to do that, I admire.",No
17305,"The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in.",No
17306,It's when you try to use that to undermine the integrity of private political -- or private religious faith and the use of the state is where -- for the most personal decisions in American life -- that's where I draw the line.,No
17309,"Yes, it's very difficult to rebut, because I find myself in so much agreement with Mr. Mondale.",No
17310,"I, too, want that wall that is in the Constitution of separation of church and state to remain there.",No
17311,"The only attacks I have made are on people who apparently would break away at that wall from the government side, using the government, using the power of the courts and so forth to hinder that part of the Constitution that says the government shall not only not establish a religion, it shall not inhibit the practice of religion.",No
17312,"And they have been using these things to have government, through court orders, inhibit the practice of religion.",Yes
17313,A child wants to say grace in a school cafeteria and a court rules that they can't do it because it's school property.,No
17314,"These are they types of things that I think have been happening in a kind of a secular way that have been eroding that separation, and I am opposed to that.",No
17315,"With regard to a platform on the Supreme Court, I can only say one thing about that.",No
17316,I have appointed one member to the Supreme Court: Sandra Day O'Connor.,No
17317,I'll stand on my record on that.,No
17318,"And if I have the opportunity to appoint any more, I'll do it in the same manner that I did in selecting her.",No
17320,"The platform to which the President refers, in fact, calls for a religious test in the selection of judges.",No
17321,And Jerry Falwell says that means we get two or three judges.,No
17322,And it would involve a religious test for the first time in American life.,Yes
17323,Let's take the example that the President cites.,No
17326,We've never had any difficulty finding time to pray.,No
17327,But do we want a constitutional amendment adopted of the kind proposed by the President that gets the local politicians into the business of selecting prayers that our children must either recite in school or be embarrassed and asked to excuse themselves?,No
17328,Who would write the prayer?,No
17330,How would it be resolved when those disputes occur?,No
17347,My answer is that this campaign isn't over yet.,No
17348,"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",No
17349,The American people want arms control.,No
17350,They don't want this arms race.,No
17351,And they don't want this deadly new effort to bring weapons into the heavens.,No
17352,And they want an American foreign policy that leads toward a safer world.,No
17353,"The American people see this debt, and they know it's got to come down.",No
17354,"And if it won't come down, the economy's going to slow down, maybe go into a recession.",No
17355,"They see this tremendous influx and swamping of cheap foreign imports in this country that has cost over 3 million jobs, given farmers the worst year in American history.",Yes
17356,"And they know this debt must come down as well, because it's unfair to our children.",No
17357,The American people want this environment protected.,No
17358,"They know that these toxic waste dumps should have been cleaned up a long time ago, and they know that people's lives and health are being risked, because we've had an administration that has been totally insensitive to the law and the demand for the protection of the environment.",Yes
17359,The American people want their children educated.,No
17360,"They want to get our edge back in science, and they want a policy headed by the President that helps close this gap that's widening between the United States and Europe and Japan.",No
17362,They want those civil rights laws enforced.,No
17363,They want the equal rights amendment ratified.,No
17364,They want equal pay for comparable effort for women.,No
17365,"And they want it because they've understood from the beginning that when we open doors, we're all stronger, just as we were at the Olympics.",No
17366,"I think as you make the case, the American people will increasingly come to our cause.",No
17368,"Well, tonight we had the first debate over the deficit.",No
17369,The President says it'll disappear automatically.,No
17370,I've said it's going to take some work.,No
17371,I think the American people will draw their own conclusions.,No
17372,"Secondly, I've said that I will not support the cuts in Social Security and Medicare and the rest that the President has proposed.",Yes
17373,"The President answers that it didn't happen or, if it did, it was resolved later in a commission.",Yes
17374,"As the record develops, I think it's going to become increasingly clear that what I am saying and where I want to take this country is exactly where the country wants to go, and the comparison of approaches is such that I think will lead to further strength.",No
17377,"Well, again, I'm running on the record.",No
17378,I think sometimes Mr. Mondale's running away from his.,No
17379,But I'm running on the record of what we have asked for.,No
17380,"We'll continue to try to get things that we didn't get in a program that has already brought the rate of spending of government down from 17 percent to 6.1 percent, a program of returning authority and autonomy to the local and State governments that has been unjustly seized by the Federal Government.",Yes
17381,"And you might find those words in a Democratic platform of some years ago -- I know, because I was a Democrat at that time.",No
17382,"And I left the party eventually, because I could no longer follow the turn in the Democratic leadership that took us down an entirely different path, a path of centralizing authority in the Federal Government, lacking trust in the American people.",Yes
17383,"I promised, when we took office, that we would reduce inflation.",Yes
17384,"We have, to one-third of what it was.",Yes
17385,I promised that we would reduce taxes.,No
17386,"We did, 25 percent across the board.",Yes
17387,That barely held even with -- if it did that much -- with the gigantic tax increase imposed in 1977.,Yes
17388,But at least it took that burden away from them.,No
17390,"I said that we would become respected in the world once again and that we would refurbish our national defense to the place that we could deal on the world scene and then seek disarmament, reduction of arms, and, hopefully, an elimination of nuclear weapons.",No
17393,And I think this is something the American people see.,No
17394,I think they also know that we had a commission that came in a year ago with a recommendation on education -- on excellence in education.,Yes
17395,"And today, without the Federal Government being involved other than passing on to them, the school districts, the words from that commission, we find 35 States with task forces now dealing with their educational problems.",Yes
17396,We find that schools are extending the curriculum to now have forced teaching of mathematics and science and so forth.,Yes
17397,All of these things have brought an improvement in the college entrance exams for the first time in some 20 years.,Yes
17398,"So, I think that many Democrats are seeing the same thing this Democrat saw: The leadership isn't taking us where we want to go.",No
17401,"There are tasks that government legitimately should enforce and tasks that government performs well, and you've named some of them.",No
17402,"Crime has come down the last 2 years, for the first time in many, many decades that it has come down -- or since we've kept records -- 2 consecutive years, and last year it came down the biggest drop in crime that we've had.",Yes
17403,"I think that we've had something to do with that, just as we have with the drug problem nationwide.",No
17405,"Yes, I feel as strongly as anyone about the preservation of the environment.",No
17406,"When we took office, we found that the national parks were so dirty and contained so many hazards, lack of safety features, that we stopped buying additional park land until we had rectified this with what was to be a 5-year program -- but it's just about finished already -- a billion dollars.",Yes
17407,And now we're going back to budgeting for additional lands for our parks.,No
17408,"We have added millions of acres to the wilderness lands, to the game refuges.",Yes
17409,"I think that we're out in front of most -- and I see that the red light is blinking, so I can't continue.",No
17413,"The President says that when the Democratic Party made its turn, he left it.",Yes
17414,The year that he decided we had lost our way was the year that John F. Kennedy was running against Richard Nixon.,Yes
17415,"I was chairman of ""Minnesotans for Kennedy;'' President Reagan was chairman of a thing called ""Democrats for Nixon.''",No
17416,"Now, maybe we made a wrong turn with Kennedy, but I'll be proud of supporting him all of my life.",No
17417,"And I'm very happy that John Kennedy was elected, because John Kennedy looked at the future with courage, saw what needed to be done, and understood his own government.",No
17418,The President just said that his government is shrinking.,No
17421,"And instead of retreating -- instead of being strong where we should be strong, he wants to make it strong and intervene in the most private and personal questions in American life.",No
17422,That's where government should not be.,No
17424,"Before I campaigned as a Democrat for a Republican candidate for President, I had already voted for Dwight Eisenhower to be President of the United States.",No
17425,"And so, my change had come earlier than that.",No
17426,I hadn't gotten around to reregistering as yet.,No
17427,I found that was rather difficult to do.,No
17428,But I finally did it.,No
17429,"There are some other things that have been said here -- back, and you said that I might be able to dredge them up.",No
17430,Mr. Mondale referred to the farmers' worst year.,No
17431,The farmers are not the victims of anything this administration has done.,Yes
17432,"The farmers were the victims of the double-digit inflation and the 211/2-percent interest rates of the Carter-Mondale administration and the grain embargo, which destroyed our reliability nationwide as a supplier.",Yes
17433,"All of these things are presently being rectified, and I think that we are going to salvage the farmers.",No
17445,I have believed that in the appointment of judges that all that was specified in the party platform was that they respect the sanctity of human life.,No
17446,"Now, that I would want to see in any judge and with regard to any issue having to do with human life.",No
17447,"But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government.",No
17448,"With me, abortion is not a problem of religion, it's a problem of the Constitution.",No
17449,"I believe that until and unless someone can establish that the unborn child is not a living human being, then that child is already protected by the Constitution, which guarantees life, liberty, and the pursuit of happiness to all of us.",No
17450,"And I think that this is what we should concentrate on, is trying -- I know there were weeks and weeks of testimony before a Senate committee, there were medical authorities, there were religious -- there were clerics there -- everyone talking about this matter of prolife.",No
17451,"And at the end of all of that, not one shred of evidence was introduced that the unborn child was not alive.",Yes
17452,"We have seen premature births that are now grown-up, happy people going around.",No
17453,"Also, there is a strange dichotomy in this whole position about our courts ruling that abortion is not the taking of a human life.",No
17454,"In California, sometime ago, a man beat a woman so savagely that her unborn child was born dead with a fractured skull, and the California State Legislature unanimously passed a law that was signed by the then-Democratic Governor -- signed a law that said that any man who so abuses a pregnant woman that he causes the death of her unborn child shall be charged with murder.",Yes
17455,"Now, isn't it strange that that same woman could have taken the life of her unborn child, and it was abortion and not murder, but if somebody else does it, that's murder?",No
17456,"And it used the term ""death of the unborn child.''",Yes
17457,"So, this has been my feeling about abortion, that we have a problem now to determine -- and all the evidence so far comes down on the side of the unborn child being a living human being.",No
17463,The laws regarding that always were State laws.,Yes
17464,It was only when the Supreme Court handed down a decision that the Federal Government intervened in what had always been a State policy.,Yes
17465,Our laws against murder are State laws.,Yes
17466,"So, I would think that this would be the point of enforcement on this.",No
17467,"As I say, I feel that we have a problem here to resolve.",No
17468,And no one has approached it from that matter.,No
17469,It does not happen that the church that I belong to had that as part of its dogma.,No
17470,I know that some churches do.,No
17471,"Now, it is a sin if you're taking a human life.",No
17472,"At the same time, in our Judeo-Christian tradition, we recognize the right of taking a human life in self-defense.",Yes
17473,"And therefore, I've always believed that a mother, if medically it is determined that her life is at risk if she goes through with the pregnancy, she has a right then to take the life of even her own unborn child in defense of her own.",No
17477,"I think your questions, however, underscore the fact there is probably no way that government should or could answer this question in every individual case and in the private lives of the American people.",No
17478,The constitutional amendment proposed by President Reagan would make it a crime for a woman to have an abortion if she had been raped or suffered from incest.,Yes
17479,"Is it really the view of the American people, however you feel on the question of abortion, that government ought to be reaching into your livingrooms and making choices like this?",No
17480,"I think it cannot work, won't work, and will lead to all kinds of cynical evasions of the law.",No
17481,Those who can afford to have them will continue to have them.,No
17482,The disadvantaged will go out in the back alley as they used to do.,No
17483,"I think these questions are inherently personal and moral, and every individual instance is different.",No
17484,Every American should be aware of the seriousness of the step.,No
17486,"Now, the example that the President cites has nothing to do with abortion.",No
17487,Somebody went to a woman and nearly killed her.,No
17488,That's always been a serious crime and always should be a serious crime.,No
17489,But how does that compare with the problem of a woman who is raped?,No
17490,Do we really want those decisions made by judges who've been picked because they will agree to find the person guilty?,No
17491,"I don't think so, and I think it's going in exactly the wrong direction.",No
17492,"In America, on basic moral questions we have always let the people decide in their own personal lives.",No
17493,We haven't felt so insecure that we've reached for the club of state to have our point of view.,No
17494,It's been a good instinct.,No
17495,And we're the most religious people on Earth.,Yes
17496,"One final point: President Reagan, as Governor of California, signed a bill which is perhaps the most liberal proabortion bill of any State in the Union.",Yes
17502,"The basic decision of the Supreme Court is that each person has to make this judgment in her own life, and that's the way it's been done.",No
17503,"And it's a personal and private, moral judgment.",No
17504,I don't know the answer to when life begins.,No
17505,"And it's not that simple, either.",No
17507,"And if it's rape, how do you draw moral judgments on that?",No
